"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071173","spindle assembly checkpoint signaling","26/3310","56/16481",0.464285714285714,2.31175010789814,4.92919113418567,7.87733227739742e-06,0.000726717281116511,0.000726717281116511,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0071174","mitotic spindle checkpoint signaling","26/3310","56/16481",0.464285714285714,2.31175010789814,4.92919113418567,7.87733227739742e-06,0.000726717281116511,0.000726717281116511,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0002251","organ or tissue specific immune response","24/3310","50/16481",0.48,2.38999395770393,4.93456804936359,8.58726329718599e-06,0.000779007902109722,0.000779007902109722,"8340/8341/8970/1672/2813/8346/8349/8342/8347/4057/85236/3018/3017/8339/440689/337/8343/9075/8344/8345/337874/8348/282616/54145",24
"GO:0070192","chromosome organization involved in meiotic cell cycle","22/3310","44/16481",0.5,2.48957703927492,4.95976678349585,8.82916441594349e-06,0.00078782199862263,0.00078782199862263,"84072/56159/283129/2177/644186/10388/158401/9918/150280/284071/4439/285498/100130958/317761/10734/5888/10609/254528/9319/84057/56154/56979",22
"GO:0048706","embryonic skeletal system development","28/3310","63/16481",0.444444444444444,2.21295736824438,4.83547243343024,1.00979422414985e-05,0.00088650160678188,0.00088650160678188,"7020/3233/1745/3205/6664/1748/3221/3213/116039/3227/3207/3975/1277/3198/1747/642658/3237/8092/3219/3225/1750/1746/1749/7291/1280/23213/3232/6495",28
"GO:0050913","sensory perception of bitter taste","17/3310","30/16481",0.566666666666667,2.82152064451158,5.00589573426058,1.08660328459596e-05,0.000927433661740567,0.000927433661740567,"5726/50831/259296/1469/563/1470/259293/765/50838/259295/259289/338398/4025/338396/2779/259292/1472",17
"GO:0007088","regulation of mitotic nuclear division","44/3310","118/16481",0.372881355932203,1.85663372420503,4.68153130671649,1.09049704852832e-05,0.000927433661740567,0.000927433661740567,"54908/9088/995/9212/4751/1950/57405/57082/2069/1761/699/10403/83540/11065/79866/1111/147841/9787/891/55055/9700/3619/220134/348654/7039/221150/1104/332/83903/5347/9585/4288/1063/11130/157313/55143/4085/7272/9319/286151/9735/991/701/6790",44
"GO:0031577","spindle checkpoint signaling","26/3310","57/16481",0.456140350877193,2.27119308846133,4.81939705874945,1.17308334706939e-05,0.000982321947399798,0.000982321947399798,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0030277","maintenance of gastrointestinal epithelium","15/3310","25/16481",0.6,2.98749244712991,4.98536060613073,1.40543575807696e-05,0.00115905861078983,0.00115905861078983,"3605/6662/4585/7032/7031/4583/57482/56667/4588/7033/340547/4760/64081/55765/8856",15
"GO:0007059","chromosome segregation","118/3310","411/16481",0.287104622871046,1.42953815393889,4.42077024588307,1.44370487291396e-05,0.00117284860048816,0.00117284860048816,"6491/7283/24137/84072/54908/56159/55839/3835/990/9212/84722/1894/25879/283129/2177/9928/22974/644186/64946/10388/4751/54627/3834/81620/151246/9232/387103/81930/57405/158401/79019/57082/9918/91687/10636/64105/150280/79682/285643/284071/699/54892/10403/3833/83540/4439/9493/11065/285498/29899/2491/100130958/642636/7153/672/147841/9787/891/151648/146909/1058/317761/55055/9700/10734/23397/116028/29127/8193/81610/3619/220134/26151/348654/1062/221150/1104/92421/10609/11200/332/64793/90417/6732/83903/9055/5347/10460/11004/26255/254528/56992/64151/4288/55355/100533997/1063/11130/983/157313/55143/163786/4085/7272/3832/55732/79980/9319/29128/9735/991/84057/347688/10615/79172/701/56154/56979",118
"GO:0060078","regulation of postsynaptic membrane potential","48/3310","134/16481",0.358208955223881,1.78357758037607,4.56560773253325,1.55886217004768e-05,0.00124777746934846,0.00124777746934846,"1141/2898/1143/4923/22999/2567/6857/2560/6000/8001/2902/869/1134/6785/2903/2906/8973/4233/2893/5026/2558/2905/9699/3751/6804/134/55584/2901/2891/1146/642938/5368/1144/1138/1140/7442/6543/348980/9177/2556/2563/5024/6512/3775/2566/2570/3359/23542",48
"GO:0051255","spindle midzone assembly","10/3310","13/16481",0.769230769230769,3.83011852196142,5.11727900543327,1.65445138199932e-05,0.0012498874849944,0.0012498874849944,"24137/9212/54627/285643/9493/29127/3619/332/9055/55143",10
"GO:0022600","digestive system process","35/3310","88/16481",0.397727272727273,1.98034537215051,4.62247366256392,1.70804737653153e-05,0.0012498874849944,0.0012498874849944,"57817/7429/4986/4880/27347/65010/1056/3605/6662/4585/7032/387129/64241/362/7031/4583/1582/57482/10874/56667/4588/6518/7033/340547/4760/9075/5020/4192/150/65267/64081/55765/8856/1645/29881",35
"GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","16/3310","28/16481",0.571428571428571,2.84523090202849,4.89880792361871,1.71512670838243e-05,0.0012498874849944,0.0012498874849944,"5726/50831/259296/1469/563/1470/259293/765/50838/259295/259289/4025/338396/2779/259292/1472",16
"GO:0033046","negative regulation of sister chromatid segregation","26/3310","58/16481",0.448275862068966,2.23203458693614,4.7118762513207,1.72224070135182e-05,0.0012498874849944,0.0012498874849944,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0033048","negative regulation of mitotic sister chromatid segregation","26/3310","58/16481",0.448275862068966,2.23203458693614,4.7118762513207,1.72224070135182e-05,0.0012498874849944,0.0012498874849944,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","26/3310","58/16481",0.448275862068966,2.23203458693614,4.7118762513207,1.72224070135182e-05,0.0012498874849944,0.0012498874849944,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:2000816","negative regulation of mitotic sister chromatid separation","26/3310","58/16481",0.448275862068966,2.23203458693614,4.7118762513207,1.72224070135182e-05,0.0012498874849944,0.0012498874849944,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0008608","attachment of spindle microtubules to kinetochore","25/3310","55/16481",0.454545454545455,2.26325185388629,4.7042306311518,1.85432730802715e-05,0.00132803993915681,0.00132803993915681,"9212/1894/4751/81620/57405/57082/10403/83540/147841/891/151648/55055/29127/3619/220134/1062/221150/332/90417/11004/983/55143/79980/9735/10615",25
"GO:0030216","keratinocyte differentiation","42/3310","114/16481",0.368421052631579,1.83442518683416,4.48165596500471,2.397464122372e-05,0.00169472691143776,0.00169472691143776,"6704/6705/9119/340654/1594/406911/3868/3605/6768/6278/3861/196374/1001/2069/84518/23581/6699/5317/6707/4831/204219/6703/51384/3854/3887/3713/26154/144501/286887/3892/8644/3889/3853/1832/6698/23596/8689/3850/643414/5266/2118/728361",42
"GO:0048562","embryonic organ morphogenesis","52/3310","151/16481",0.344370860927152,1.71467557671915,4.4227006762779,2.48732164219415e-05,0.00169714405963094,0.00169714405963094,"668/7020/6491/3233/4237/7054/145258/5818/6662/3205/10736/7547/6664/125488/3249/3221/3213/64220/161497/53904/116039/6496/3227/51384/3207/2048/140469/3975/1482/3198/121643/4760/221908/7545/2201/3237/8092/3219/5629/3225/55897/8928/57057/10083/7291/1280/2304/388591/3232/9096/2626/6495",52
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","26/3310","59/16481",0.440677966101695,2.19420349224231,4.60653679517421,2.49442448595398e-05,0.00169714405963094,0.00169714405963094,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:1905819","negative regulation of chromosome separation","26/3310","59/16481",0.440677966101695,2.19420349224231,4.60653679517421,2.49442448595398e-05,0.00169714405963094,0.00169714405963094,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0010965","regulation of mitotic sister chromatid separation","29/3310","69/16481",0.420289855072464,2.09268794605718,4.55956245755162,2.6072383378419e-05,0.0017519997867745,0.0017519997867745,"54908/9212/57405/57082/699/10403/83540/11065/147841/9787/891/55055/9700/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",29
"GO:1902969","mitotic DNA replication","11/3310","16/16481",0.6875,3.42316842900302,4.86122756126094,3.36362790958998e-05,0.00223271057462174,0.00223271057462174,"5111/9837/81620/7083/8318/675/51053/4175/5888/4173/4171",11
"GO:0051985","negative regulation of chromosome segregation","26/3310","60/16481",0.433333333333333,2.15763343403827,4.50329203615476,3.56642990759795e-05,0.00233880457675369,0.00233880457675369,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
"GO:0002449","lymphocyte mediated immunity","94/3310","320/16481",0.29375,1.46262651057402,4.18942688972147,4.03244111002428e-05,0.00261292582879311,0.00261292582879311,"28468/326/102723170/28426/28452/28408/733/102723169/3543/55876/619207/28442/7784/28466/50943/28445/28414/100423062/28467/28394/28444/57289/3495/725/28409/55061/387836/3503/81607/28447/28395/1380/939/28450/28834/28458/28410/3805/154064/28424/28449/563/28392/28457/3538/6318/28385/28412/28448/28400/100431172/28429/259307/909/3822/930/102723168/3502/3456/10538/116449/28464/3501/28401/28432/7292/970/3494/28423/28388/3902/3514/28473/3493/7186/28461/3539/3542/28439/59067/3497/634/51561/28343/28434/28378/28391/201633/3329/3500/28455/28420/57823/28454",94
"GO:0007143","female meiotic nuclear division","14/3310","24/16481",0.583333333333333,2.90450654582075,4.68054022169142,4.25962416028353e-05,0.00269594584935154,0.00269594584935154,"79173/84501/25879/2069/284071/11077/166863/10403/7153/23397/220134/221150/254528/347688",14
"GO:0048663","neuron fate commitment","14/3310","24/16481",0.583333333333333,2.90450654582075,4.68054022169142,4.25962416028353e-05,0.00269594584935154,0.00269594584935154,"220202/5457/64843/59335/5454/3110/5080/100170841/54845/121643/474/429/10716/3670",14
"GO:1905818","regulation of chromosome separation","32/3310","81/16481",0.395061728395062,1.96707321621722,4.37384276410477,4.51962419733197e-05,0.00279730460490291,0.00279730460490291,"54908/9212/57405/57082/699/54892/10403/83540/11065/147841/9787/891/55055/9700/23397/3619/220134/348654/221150/332/83903/5347/64151/1063/11130/55143/4085/7272/9319/9735/991/701",32
"GO:0045839","negative regulation of mitotic nuclear division","27/3310","64/16481",0.421875,2.10058062688822,4.42229976067042,4.52255750930472e-05,0.00279730460490291,0.00279730460490291,"54908/9212/57405/57082/699/10403/83540/1111/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",27
"GO:0051306","mitotic sister chromatid separation","29/3310","71/16481",0.408450704225352,2.03373898983022,4.37591630046797,4.93268506354717e-05,0.00301669716863901,0.00301669716863901,"54908/9212/57405/57082/699/10403/83540/11065/147841/9787/891/55055/9700/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",29
"GO:0007093","mitotic cell cycle checkpoint signaling","48/3310","140/16481",0.342857142857143,1.70713854121709,4.21223349069749,5.68258364890651e-05,0.0034047701848837,0.0034047701848837,"54908/197342/990/9212/2177/29980/57405/57082/146956/699/10403/83540/580/1111/63967/672/147841/8914/891/55055/4998/84446/90381/10926/641/3619/220134/8317/348654/221150/92421/11200/51514/332/83903/5347/80279/1063/11130/5591/983/55143/4085/7272/9319/9735/991/701",48
"GO:0050912","detection of chemical stimulus involved in sensory perception of taste","17/3310","33/16481",0.515151515151515,2.5650187677378,4.51131546157093,5.69234037891634e-05,0.0034047701848837,0.0034047701848837,"5726/50831/259296/1469/563/1470/259293/765/50838/259295/259289/4025/338396/2779/83756/259292/1472",17
"GO:0010669","epithelial structure maintenance","18/3310","36/16481",0.5,2.48957703927492,4.48518650239814,5.77517833683479e-05,0.00341677127036867,0.00341677127036867,"11187/3605/6662/4585/7032/7031/4583/57482/56667/4588/51599/7033/340547/4760/64081/55765/8856/23513",18
"GO:0033047","regulation of mitotic sister chromatid segregation","27/3310","65/16481",0.415384615384615,2.06826400185917,4.32598317661845,6.26724295155635e-05,0.00366802186938938,0.00366802186938938,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/983/55143/4085/7272/9319/9735/991/701",27
"GO:0000727","double-strand break repair via break-induced replication","9/3310","12/16481",0.75,3.73436555891239,4.75003499406944,6.39353002040826e-05,0.00370212594692364,0.00370212594692364,"8318/4176/157777/4175/51659/8317/84296/4173/4171",9
"GO:0009913","epidermal cell differentiation","52/3310","156/16481",0.333333333333333,1.65971802618328,4.15027888488938,6.68947865079897e-05,0.00378228842997145,0.00378228842997145,"6704/6705/9119/340654/6424/1594/406911/11005/3868/3605/6768/6278/3861/196374/1001/2069/84518/23581/161497/6699/54845/5017/5317/6707/4831/204219/6703/51384/344167/3854/3887/3713/1747/26154/144501/286887/3892/8644/5308/3889/3853/1832/6698/23596/124842/8689/10083/3850/643414/5266/2118/728361",52
"GO:0042303","molting cycle","23/3310","52/16481",0.442307692307692,2.20231815012782,4.35310092217581,6.7404368492969e-05,0.00378228842997145,0.00378228842997145,"7015/11005/79574/11187/3868/162514/6662/3861/25987/1001/54888/8399/344167/3872/1747/80326/1823/60529/3889/55612/2304/51083/3884",23
"GO:0042633","hair cycle","23/3310","52/16481",0.442307692307692,2.20231815012782,4.35310092217581,6.7404368492969e-05,0.00378228842997145,0.00378228842997145,"7015/11005/79574/11187/3868/162514/6662/3861/25987/1001/54888/8399/344167/3872/1747/80326/1823/60529/3889/55612/2304/51083/3884",23
"GO:0000075","cell cycle checkpoint signaling","61/3310","191/16481",0.319371727748691,1.59020104079341,4.11281654734063,6.8845884756228e-05,0.00382375664008315,0.00382375664008315,"84072/54908/197342/990/9212/2177/29980/81620/57405/8318/54888/57082/150280/675/146956/83990/699/1869/10403/83540/3014/580/1111/79968/63967/672/147841/8914/891/55055/4998/84446/90381/10926/641/3619/220134/8317/348654/5888/221150/5984/92421/11200/51514/332/83903/5347/1763/80279/1063/11130/5591/983/55143/4085/7272/9319/9735/991/701",61
"GO:0000070","mitotic sister chromatid segregation","64/3310","203/16481",0.315270935960591,1.56978256663641,4.09486774682176,7.12768534210962e-05,0.00391878700172754,0.00391878700172754,"7283/24137/54908/3835/9212/84722/9928/22974/54627/3834/81620/81930/57405/57082/9918/64105/285643/699/54892/10403/3833/83540/9493/11065/2491/147841/9787/891/146909/1058/55055/9700/23397/29127/3619/220134/26151/348654/1062/221150/1104/92421/11200/332/90417/83903/9055/5347/11004/56992/64151/1063/11130/983/55143/4085/7272/3832/9319/29128/9735/991/10615/701",64
"GO:0015698","inorganic anion transport","50/3310","149/16481",0.335570469798658,1.67085707333888,4.12369634192665,7.54878362701996e-05,0.00410880292818696,0.00410880292818696,"142680/144453/1364/6424/8884/3776/65010/266675/2567/1187/2560/8001/338440/2564/10723/1181/5026/2558/80727/50636/6568/1365/55879/5030/363/10861/29127/6508/2569/2556/2563/10050/200959/846/2568/1468/1180/5172/6528/57348/6509/1179/6569/6512/3775/2566/54102/2570/9213/83959",50
"GO:0009566","fertilization","42/3310","119/16481",0.352941176470588,1.75734849831171,4.1565621718009,7.63137304263e-05,0.00411263004663714,0.00411263004663714,"124912/153218/149095/22999/91646/131375/26998/203102/7784/84691/79400/2515/126206/5016/5104/124626/338879/8399/11022/22917/4486/1047/5327/127579/7455/57113/284680/83639/55231/54742/254528/8749/43847/171169/983/81623/83416/148281/226/89869/5047/56979",42
"GO:0007131","reciprocal meiotic recombination","25/3310","59/16481",0.423728813559322,2.10981105023299,4.28100024141604,7.85347259378878e-05,0.00415014090563032,0.00415014090563032,"79173/79703/56159/197342/25788/2177/644186/10388/10635/158401/146956/8438/83990/11077/400629/4439/285498/7153/317761/5888/254528/9319/84057/126549/56979",25
"GO:0140527","reciprocal homologous recombination","25/3310","59/16481",0.423728813559322,2.10981105023299,4.28100024141604,7.85347259378878e-05,0.00415014090563032,0.00415014090563032,"79173/79703/56159/197342/25788/2177/644186/10388/10635/158401/146956/8438/83990/11077/400629/4439/285498/7153/317761/5888/254528/9319/84057/126549/56979",25
"GO:0048704","embryonic skeletal system morphogenesis","19/3310","40/16481",0.475,2.36509818731118,4.33324252634636,8.84161628137569e-05,0.00458332546852647,0.00458332546852647,"7020/3233/3205/6664/3221/3213/116039/3227/3207/3975/3198/3237/8092/3219/3225/7291/1280/3232/6495",19
"GO:2000242","negative regulation of reproductive process","19/3310","40/16481",0.475,2.36509818731118,4.33324252634636,8.84161628137569e-05,0.00458332546852647,0.00458332546852647,"4880/84072/153218/9088/7784/57082/126206/150280/1761/22917/2516/5327/7076/11130/23213/7272/9319/286151/5047",19
"GO:0045652","regulation of megakaryocyte differentiation","17/3310","34/16481",0.5,2.48957703927492,4.35855275903341,9.26164930005905e-05,0.00475576954153032,0.00475576954153032,"8361/8368/8366/121504/85477/8294/8360/8367/8365/8370/8364/8362/554313/8363/7066/8359/54997",17
"GO:0007338","single fertilization","37/3310","102/16481",0.362745098039216,1.80616373437593,4.09414177300787,0.00010405591162364,0.00529323670063056,0.00529323670063056,"124912/153218/149095/22999/131375/26998/203102/7784/84691/79400/2515/126206/5016/5104/124626/338879/8399/22917/4486/1047/5327/127579/7455/57113/284680/83639/55231/54742/8749/171169/983/81623/83416/148281/226/89869/5047",37
"GO:0051310","metaphase chromosome alignment","38/3310","106/16481",0.358490566037736,1.78497976400844,4.06447040100588,0.000112712912426876,0.00568052205869896,0.00568052205869896,"54908/3835/9212/84722/1894/9928/4751/81620/81930/57405/57082/284071/10403/3833/83540/147841/891/151648/1058/55055/29127/81610/3619/220134/1062/221150/92421/332/90417/11004/1063/11130/983/55143/7272/79980/9735/10615",38
"GO:0048729","tissue morphogenesis","108/3310","387/16481",0.27906976744186,1.3895313707581,3.88730976112961,0.000115132513533116,0.00574923184551145,0.00574923184551145,"8687/7020/6491/326/5979/4624/8091/4625/5457/9955/3673/3868/390792/25789/57822/55366/3371/349633/6662/6474/10736/9687/3861/7547/4233/1950/6664/3217/2297/3882/89870/7137/5314/192666/8399/1289/7139/55083/3690/54474/2139/6496/51384/3872/3880/5318/3207/8914/26585/3691/84446/3975/1482/1747/2668/121643/81792/80326/22943/80000/6862/9024/3859/4192/3866/642658/9048/6423/1823/3237/401720/5629/3885/3934/55897/8928/3853/25984/3857/1832/57057/100506013/846/3881/43847/634/89958/6299/55612/8689/145873/4321/85474/146206/5058/125115/2304/23213/183/1281/51804/23513/388591/9096/2626/3670/6495/3884",108
"GO:0007339","binding of sperm to zona pellucida","13/3310","23/16481",0.565217391304348,2.81430447918035,4.3648446119043,0.000125702006880814,0.00616392813920966,0.00616392813920966,"26998/203102/7784/2515/124626/22917/7455/83639/54742/8749/171169/226/5047",13
"GO:0051988","regulation of attachment of spindle microtubules to kinetochore","13/3310","23/16481",0.565217391304348,2.81430447918035,4.3648446119043,0.000125702006880814,0.00616392813920966,0.00616392813920966,"9212/1894/4751/891/55055/29127/3619/332/90417/983/55143/9735/10615",13
"GO:0090068","positive regulation of cell cycle process","70/3310","231/16481",0.303030303030303,1.50883456925753,3.90426368978003,0.000133089532826759,0.00643766715611467,0.00643766715611467,"6491/7015/79915/995/990/9212/1894/11187/27085/9928/6665/80174/54627/8929/10635/1950/57082/2069/1761/388553/11113/898/699/54892/10403/993/9493/11065/346673/29899/6755/9787/891/9700/8626/1663/79733/23397/10926/29127/50838/81610/3619/221908/220134/8317/348654/7039/221150/1104/144455/9134/51514/332/5347/57057/2146/2237/64151/9585/6241/983/55143/163786/4085/10733/991/10615/6790/56979",70
"GO:0043009","chordate embryonic development","69/3310","227/16481",0.303964757709251,1.51348736308343,3.90522253438231,0.000133649896865875,0.00643766715611467,0.00643766715611467,"7020/6491/3233/84072/4624/145258/57822/1745/6662/6665/3205/7784/7547/6664/3955/1748/53820/3221/3213/27023/8521/430/1045/387733/116039/7022/3227/8646/344167/672/80312/3207/79733/3975/1277/1482/1044/3198/1747/6862/642658/144455/3237/2530/8092/3219/5629/3225/1750/55897/1746/1832/1749/10016/5460/145873/27022/7291/1280/23213/10733/134701/1281/51804/23513/3232/9096/3670/6495",69
"GO:0140014","mitotic nuclear division","81/3310","276/16481",0.293478260869565,1.46127347957441,3.87410810279397,0.000137484437980691,0.00656427891165705,0.00656427891165705,"7283/24137/54908/9088/3835/995/9212/84722/9928/22974/4751/54627/3834/81620/81930/1950/57405/57082/9918/2069/64105/1761/285643/699/54892/10403/3833/83540/9493/11065/79866/2491/1111/147841/9787/891/27338/146909/1058/55055/9700/23397/29127/54443/3619/220134/26151/348654/7039/1062/221150/1104/92421/11200/332/64793/90417/83903/9055/5347/11004/56992/64151/9585/4288/1063/11130/983/157313/55143/4085/7272/3832/9319/286151/29128/9735/991/10615/701/6790",81
"GO:0010817","regulation of hormone levels","126/3310","466/16481",0.270386266094421,1.3462948796079,3.80153315526387,0.000147310153925302,0.00697225363317756,0.00697225363317756,"886/25825/4986/2784/3589/1113/100507043/8989/10720/157506/1056/54490/5122/353500/1565/4158/339761/7173/5046/441282/6718/5653/1803/114131/2641/1562/7349/1181/84634/222546/6664/91608/2297/3292/9066/3358/222183/2266/7366/389434/1109/5798/3814/9699/9227/3249/3294/1592/6715/79154/1588/7365/2798/10874/3172/6804/54575/8600/1589/127/5034/134/1733/222545/3651/57016/6755/51305/54658/2244/3972/54576/5126/10202/640/54905/79644/6566/10599/1734/3623/3350/1946/6696/2695/7036/26154/6659/6447/2243/4760/54578/53630/126/84300/54577/10815/6927/9024/150/6906/8644/29850/6121/10050/4825/846/6514/8140/1559/6528/1646/57393/1645/15/2304/183/1428/4224/51083/9971/3458/226/3625/3670/56605",126
"GO:0042391","regulation of membrane potential","110/3310","398/16481",0.276381909547739,1.37614811216202,3.80802786152829,0.000151764272914641,0.0070925264596278,0.0070925264596278,"1269/1141/4985/2898/1143/8989/3776/3746/4923/22999/2567/6857/1029/2560/6000/8001/55811/2902/114131/869/1134/5831/6785/2903/2906/8326/1181/8973/57657/3769/84634/4233/5366/2893/64208/5026/3755/10962/2558/131096/2905/3814/9699/1258/3751/6334/6804/481/134/55584/2901/7224/784/51305/5318/3754/8645/6328/27094/8838/2891/1146/1829/642938/5368/27133/26251/1144/6331/1138/1140/6508/7442/2569/6543/348980/3757/9177/2556/2563/664/8913/3785/213/1832/478/846/6329/3747/3783/138429/5024/169522/23415/610/183/6569/6512/27012/3775/3743/2566/388591/2570/9096/3359/23704/51802/23542/83959",110
"GO:0065004","protein-DNA complex assembly","58/3310","184/16481",0.315217391304348,1.56951595954289,3.89443270069729,0.00015251543621778,0.0070925264596278,0.0070925264596278,"3024/8340/8341/8970/255626/8356/8290/29028/6662/8361/81620/8346/8349/138474/8342/8368/8318/388951/8347/3018/3014/126961/8339/3008/8366/121504/8354/8350/10036/8355/8343/8294/3010/54457/55723/8353/8208/8360/3005/5888/8367/8358/8968/8365/3006/8370/3009/8344/8364/8362/554313/8345/8357/8352/8363/8359/3007/653604",58
"GO:1901605","alpha-amino acid metabolic process","59/3310","188/16481",0.313829787234043,1.56260686507681,3.88925706057817,0.000153760448693015,0.0070925264596278,0.0070925264596278,"384/27165/89839/79814/4143/51686/5723/23057/7054/635/23464/2571/1373/2729/51151/883/10841/5831/27034/29968/7299/6472/389434/5832/1800/54363/570/670/3172/5034/8942/2731/64902/259307/84706/50507/3034/1491/51540/2875/339983/23743/2653/65263/5053/4953/23475/3081/2730/6999/83884/10993/875/130013/440/9971/113451/790/102724560",59
"GO:2000241","regulation of reproductive process","44/3310","130/16481",0.338461538461538,1.68525214966303,3.93217782022159,0.00015872079842966,0.00725980929287934,0.00725980929287934,"4880/84072/6866/153218/9088/995/1672/6662/7784/79400/8756/10635/6954/57082/126206/150280/1761/388553/284071/166863/338879/8399/993/8521/346673/22917/2516/5327/7076/83639/259266/5020/55231/255061/100506013/11130/23213/7272/9319/286151/991/3625/5047/56979",44
"GO:0098659","inorganic cation import across plasma membrane","44/3310","131/16481",0.33587786259542,1.67238762943659,3.87328728105862,0.000193141831093194,0.00868818997223351,0.00868818997223351,"8911/3761/389015/27347/8884/84679/162514/495/10723/3766/57657/283375/3769/5026/201266/481/1261/3758/7226/51305/931/25769/27112/6549/3763/774/6550/7442/348980/3757/3934/8913/777/55630/53828/100134444/478/3783/610/6569/3458/496/6339/51802",44
"GO:0099587","inorganic ion import across plasma membrane","44/3310","131/16481",0.33587786259542,1.67238762943659,3.87328728105862,0.000193141831093194,0.00868818997223351,0.00868818997223351,"8911/3761/389015/27347/8884/84679/162514/495/10723/3766/57657/283375/3769/5026/201266/481/1261/3758/7226/51305/931/25769/27112/6549/3763/774/6550/7442/348980/3757/3934/8913/777/55630/53828/100134444/478/3783/610/6569/3458/496/6339/51802",44
"GO:0030574","collagen catabolic process","19/3310","42/16481",0.452380952380952,2.25247446410588,4.07416912474159,0.000198806341018818,0.0088696960177494,0.0088696960177494,"4312/2191/4323/4324/5653/5645/4316/4319/4314/4325/9313/140766/164656/4318/4322/4321/4320/4317/4326",19
"GO:0048598","embryonic morphogenesis","95/3310","338/16481",0.281065088757396,1.39946638302437,3.7198865058535,0.000219308573961785,0.00970485014694304,0.00970485014694304,"668/7020/6491/7358/3233/8091/4237/4323/3673/7054/4324/145258/57822/5818/6662/3205/1290/10736/3239/7547/6664/89870/1301/1294/1846/125488/3249/1289/3221/3213/7479/64220/161497/83881/3690/53904/116039/2139/6496/3227/51384/3914/9350/3207/26585/2048/3691/4488/140469/3209/26011/3975/1482/3198/2668/121643/4760/22943/221908/7545/2201/6862/3357/642658/3237/5015/8092/3219/5629/3225/55897/8928/57057/4318/100506013/5307/5460/6299/145873/85474/10083/7291/1280/6657/2304/23213/4317/51804/100131390/23513/388591/3232/9096/2626/6495",95
"GO:0051304","chromosome separation","32/3310","87/16481",0.367816091954023,1.83141299440914,3.8977788486401,0.000221412687360264,0.00971894562340254,0.00971894562340254,"54908/9212/57405/57082/699/54892/10403/83540/11065/147841/9787/891/55055/9700/23397/3619/220134/348654/221150/332/83903/5347/64151/1063/11130/55143/4085/7272/9319/9735/991/701",32
"GO:0051447","negative regulation of meiotic cell cycle","10/3310","16/16481",0.625,3.11197129909366,4.23692095227993,0.000254710475307651,0.0110911129367963,0.0110911129367963,"4880/84072/9088/57082/150280/1761/11130/7272/9319/286151",10
"GO:0035725","sodium ion transmembrane transport","57/3310","184/16481",0.309782608695652,1.54245533955077,3.70938825789882,0.000286830792144804,0.0123906349336839,0.0123906349336839,"142680/389015/51297/65268/27347/1259/8884/159963/284111/84679/162514/2902/495/2903/6538/57657/55089/1258/6334/388662/6568/481/1261/7226/51305/6328/25769/6526/6535/55117/6549/6331/6531/348932/64078/6550/6534/6543/348980/64849/65267/29850/41/10050/53828/478/6329/6528/610/183/6569/54997/3775/496/6339/51802/83959",57
"GO:0001708","cell fate specification","26/3310","67/16481",0.388059701492537,1.9322090454074,3.83289326132849,0.000317284266115553,0.0135982540194248,0.0135982540194248,"5457/145258/10215/6662/10736/64843/59335/5454/3110/54845/2139/6913/344167/3207/22943/347853/429/6862/55897/57057/5460/10716/6657/6911/9096/3670",26
